name,address,phone,date,link,type,page,latitude_dms,latitude,longitude
421,寶清街123號旁(電氣設備旁),02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/03912d43-3af6-4c6a-ec3e-08dba9f6a3cc,舊衣類,2,"25°03'15.2""N 121°34'02.8""E",25.05422222,121.5674444
422,新東街38號旁公園（行道樹與電氣設備中間）,02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/3b04bc04-3020-44f1-ec3f-08dba9f6a3cc,舊衣類,2,"25°03'38.6""N 121°33'56.0""E",25.06072222,121.5655556
426,延壽街330巷13號對面,02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/5db966aa-01df-4621-ec40-08dba9f6a3cc,舊衣類,2,"25°03'17.3""N 121°33'37.3""E",25.05480556,121.5603611
427,東興路 15巷口(便利商店旁),02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/670b2f80-fdc3-4399-ec41-08dba9f6a3cc,舊衣類,2,"25°03'00.2""N 121°33'55.7""E",25.05005556,121.5654722
429,新東街51巷與三民路交叉口(行道樹旁),02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/be806fdc-beb4-4f8c-ec42-08dba9f6a3cc,舊衣類,3,"25°03'41.4""N 121°33'47.8""E",25.0615,121.5632778
432,光復北路155巷口,02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/a9fdf5e7-6c06-4af2-ec43-08dba9f6a3cc,舊衣類,3,"25°03'19.3""N 121°33'21.4""E",25.05536111,121.5559444
477,八德路3段97號正對面吉仁公園,02-25986062,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/64859003-28dc-4d08-ec44-08dba9f6a3cc,舊衣類,3,"25°02'54.7""N 121°33'12.4""E",25.04852778,121.5534444
535,民生東路5段137巷口（燈桿旁）,0937-862-107,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/2469c17b-3f18-46f7-ec45-08dba9f6a3cc,舊衣類,3,"25°03'32.1""N 121°33'42.1""E",25.05891667,121.5616944
537,敦化北路145巷71號對面(電氣設備旁),0937-862-107,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/e4b777a6-035f-4408-ec46-08dba9f6a3cc,舊衣類,3,"25°03'13.2""N 121°33'08.0""E",25.05366667,121.5522222
541,富錦街427號對面(電器設備旁),0937-862-107,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/fde88975-79cc-4a6d-ec47-08dba9f6a3cc,舊衣類,3,"25°03'38.6""N 121°33'40.4""E",25.06072222,121.5612222
555,撫遠街261巷底與塔悠路交叉口,0937-862-107,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/d0635f49-3bde-4a51-ec48-08dba9f6a3cc,舊衣類,3,"25°03'43.7""N 121°34'05.7""E",25.06213889,121.56825
4,吉祥路55號對面,02-27299347,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/bc6a612c-50a8-4488-ec04-08dba9f6a3cc,舊衣類,3,"25°03'01.7""N 121°33'45.5""E",25.05047222,121.5626389
31,市民大道5段與八德路4段204巷口,02-27299347,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/ece823d6-9f13-4715-ec05-08dba9f6a3cc,舊衣類,3,"25°02'55.0""N 121°33'50.8""E",25.04861111,121.5641111
32,八德路4段72巷口,02-27299347,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/c437e84d-b93e-450b-ec06-08dba9f6a3cc,舊衣類,3,"25°02'50.8""N 121°33'36.7""E",25.04744444,121.5601944
33,光復北路26巷3號對面,02-27299347,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/1ada40e7-1dfb-42f6-ec07-08dba9f6a3cc,舊衣類,4,"25°02'57.7""N 121°33'26.5""E",25.04936111,121.5573611
44,八德路2段346巷5弄25號正面對公園花圃內,02-25585000,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/a879055f-cbf9-4c3f-ec08-08dba9f6a3cc,舊衣類,4,"25°02'49.3""N 121°32'44.0""E",25.04702778,121.5455556
56,民生東路5段27巷6號對面,02-25585000,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/caffdf99-96ce-423a-ec09-08dba9f6a3cc,舊衣類,4,"25°03'34.3""N 121°33'24.1""E",25.05952778,121.5566944
57,光復北路165巷口(公園側),02-25585000,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/6c21e2fc-ac0d-4a70-ec0a-08dba9f6a3cc,舊衣類,4,"25°03'26.3""N 121°33'25.7""E",25.05730556,121.5571389
87,南京東路5段286巷口,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/89446f29-aa90-4ff4-ec0b-08dba9f6a3cc,舊衣類,4,"25°03'02.5""N 121°34'02.1""E",25.05069444,121.56725
88,南京東路三段303巷7弄7號對面公園旁,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/ee9e453a-ef1f-433b-ec0c-08dba9f6a3cc,舊衣類,4,"25°03'12.2""N 121°32'45.2""E",25.05338889,121.5458889
89,八德路4段335號旁,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/914ec1a3-fb10-44c9-ec0d-08dba9f6a3cc,舊衣類,4,"25°02'57.5""N 121°34'02.6""E",25.04930556,121.5673889
90,復興北路17巷交口,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/98f2da53-bc56-4025-ec0e-08dba9f6a3cc,舊衣類,4,"25°02'57.5""N 121°32'38.6""E",25.04930556,121.5440556
91,延壽街406號對面（介壽國中旁）,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/d2ce121d-6a20-4248-ec0f-08dba9f6a3cc,舊衣類,4,"25°03'22.4""N 121°33'25.3""E",25.05622222,121.5570278
92,光復北路165巷口,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f17e8f5f-3029-4435-ec10-08dba9f6a3cc,舊衣類,4,"25°03'26.6""N 121°33'25.5""E",25.05738889,121.5570833
93,南京東路4段75巷口,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/037e7e23-1c24-4c6d-ec11-08dba9f6a3cc,舊衣類,5,"25°03'06.7""N 121°33'12.5""E",25.05186111,121.5534722
94,南京東路5段23巷6弄29號對面,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/1f953200-4b7e-4956-ec12-08dba9f6a3cc,舊衣類,5,"25°03'07.9""N 121°33'32.6""E",25.05219444,121.5590556
95,南京東路5段23巷口,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/4b0b044d-f931-4e39-ec13-08dba9f6a3cc,舊衣類,5,"25°03'09.4""N 121°33'29.0""E",25.05261111,121.5580556
96,延壽街101號前,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/5d2a60cd-17b4-4e53-ec14-08dba9f6a3cc,舊衣類,5,"25°03'25.9""N 121°33'57.6""E",25.05719444,121.566
97,敦化北路4巷31號對面(中華電信箱與郵筒中間空位),02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/ba96bb2b-2dc9-4d67-ec15-08dba9f6a3cc,舊衣類,5,"25°03'00.4""N 121°32'44.0""E",25.05011111,121.5455556
98,光復北路100巷33號旁,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/3f419847-6bb3-4aa9-ec16-08dba9f6a3cc,舊衣類,5,"25°03'02.3""N 121°33'23.5""E",25.05063889,121.5565278
99,南京東路3段338巷與敦化北路4巷口（交通管制箱旁),02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/555fad1c-bbe3-40f8-ec17-08dba9f6a3cc,舊衣類,5,"25°03'05.3""N 121°32'51.8""E",25.05147222,121.5477222
105,慶城街49號旁,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/0a45f3fa-b4ea-4140-ec18-08dba9f6a3cc,舊衣類,5,"25°03'19.1""N 121°32'47.8""E",25.05530556,121.5466111
106,健康路325巷19弄40號,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/02cb1008-5f57-4ceb-ec19-08dba9f6a3cc,舊衣類,5,"25°03'21.9""N 121°33'56.1""E",25.05608333,121.5655833
141,寶清街77號對面公園旁人行道邊緣,02-27652810,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/81042fde-2749-472d-ec1a-08dba9f6a3cc,舊衣類,5,"25°03'07.3""N 121°34'05.0""E",25.05202778,121.5680556
145,撫遠街403巷2號對面,02-27652810,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f96156d8-d58f-4056-ec1b-08dba9f6a3cc,舊衣類,6,"25°03'57.8""N 121°33'56.3""E",25.06605556,121.5656389
148,撫遠街380巷16號對面公佈欄旁,02-27652810,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f823aba1-f7a1-4d21-ec1c-08dba9f6a3cc,舊衣類,6,"25°03'51.1""N 121°33'52.7""E",25.06419444,121.5646389
149,撫遠街389巷27號對面公園,02-27652810,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/7acc2494-d8de-4cef-ec1d-08dba9f6a3cc,舊衣類,6,"25°03'54.2""N 121°34'00.5""E",25.06505556,121.5668056
150,八德路4段389巷口,02-27652810,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/e2b16c83-6b42-4751-ec1e-08dba9f6a3cc,舊衣類,6,"25°02'57.7""N 121°34'07.0""E",25.04936111,121.5686111
209,敦化南路1段100巷9號對面,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/fc6c80d4-03d9-49b4-ec1f-08dba9f6a3cc,舊衣類,6,"25°02'46.2""N 121°32'53.4""E",25.04616667,121.5481667
224,民生東路5段260巷25號對面,02-25798682,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/8a0a697b-9aa7-4cf1-ec20-08dba9f6a3cc,舊衣類,6,"25°03'27.6""N 121°34'02.0""E",25.05766667,121.5672222
236,八德路4段245巷52弄5號旁,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/cf7d1e82-82f5-41cf-ec21-08dba9f6a3cc,舊衣類,6,"25°03'02.3""N 121°33'49.0""E",25.05063889,121.5636111
240,富錦街562巷1號對面,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/989609a8-e6d3-4c70-ec22-08dba9f6a3cc,舊衣類,6,"25°03'44.5""N 121°34'01.7""E",25.06236111,121.5671389
243,健康路182號對面（長壽公園）,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/62cdab72-1d68-4d32-ec23-08dba9f6a3cc,舊衣類,6,"25°03'13.5""N 121°33'33.0""E",25.05375,121.5591667
244,南京東路5段123巷6弄24號對面,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/af4d189a-123f-4db9-ec24-08dba9f6a3cc,舊衣類,6,"25°03'11.5""N 121°33'42.6""E",25.05319444,121.5618333
245,南京東路4段131號旁,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/11bba517-bd60-4ea4-ec25-08dba9f6a3cc,舊衣類,7,"25°03'07.6""N 121°33'17.9""E",25.05211111,121.5549722
246,南京東路4段133巷5弄30號旁,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/7d6b3175-ad2e-4145-ec26-08dba9f6a3cc,舊衣類,7,"25°03'08.8""N 121°33'22.7""E",25.05244444,121.5563056
248,南京東路5段66巷4號旁,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/7a86c463-8873-4581-ec27-08dba9f6a3cc,舊衣類,7,"25°03'03.5""N 121°33'38.7""E",25.05097222,121.56075
249,健康路325巷7號前,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/7b17564d-1e8c-47b9-ec28-08dba9f6a3cc,舊衣類,7,"25°03'20.2""N 121°33'59.0""E",25.05561111,121.5663889
250,健康路325巷6弄27號對面,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/6ce06bee-a82c-468a-ec29-08dba9f6a3cc,舊衣類,7,"25°03'19.4""N 121°34'06.2""E",25.05538889,121.5683889
251,南京東路5段250巷3之2號旁,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/9d5ba22b-662e-4bf7-ec2a-08dba9f6a3cc,舊衣類,7,"25°03'02.9""N 121°33'56.7""E",25.05080556,121.56575
252,光復南路17巷1號前,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/147fad61-878d-4cda-ec2b-08dba9f6a3cc,舊衣類,7,"25°02'50.6""N 121°33'29.1""E",25.04738889,121.5580833
253,南京東路4段120巷19弄口,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/a3fcca45-6dc9-4092-ec2c-08dba9f6a3cc,舊衣類,7,"25°03'09.4""N 121°33'16.8""E",25.05261111,121.5546667
254,八德路3段155巷20弄15號對面,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/2486a1ae-4585-4780-ec2d-08dba9f6a3cc,舊衣類,7,"25°02'58.3""N 121°33'22.0""E",25.04952778,121.5561111
255,八德路3段99巷12號對面公廁旁,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/cf4600ac-1b09-49b7-ec2e-08dba9f6a3cc,舊衣類,7,"25°02'57.1""N 121°33'12.7""E",25.04919444,121.5535278
256,八德路3段12巷51弄1號對面,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/4bac991e-65fe-48ba-ec2f-08dba9f6a3cc,舊衣類,8,"25°02'47.5""N 121°33'03.1""E",25.04652778,121.5508611
257,八德路3段12巷52弄30號旁,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/57362489-6f4d-47f0-ec30-08dba9f6a3cc,舊衣類,8,"25°02'47.1""N 121°32'58.8""E",25.04641667,121.5496667
853,敦化北路155巷66弄與165巷交叉口,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/1355716e-848d-41f4-ec54-08dba9f6a3cc,舊衣類,8,"25°03'16.9""N 121°33'04.9""E",25.05469444,121.5513611
860,復興北路361巷30號對面中山國中圍牆邊,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/824c7740-cebb-46fe-ec55-08dba9f6a3cc,舊衣類,8,"25°03'37.8""N 121°32'47.6""E",25.0605,121.5465556
869,撫遠街389巷口樹下,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/ae2ca798-df86-4ef9-ec56-08dba9f6a3cc,舊衣類,8,"25°03'54.2""N 121°33'59.9""E",25.06505556,121.5666389
870,民權東路5段1號與撫遠街376-400巷口,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/3474c447-5f01-4e63-ec57-08dba9f6a3cc,舊衣類,8,"25°03'48.8""N 121°33'53.1""E",25.06355556,121.56475
872,八德路4段289之4號對面,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f0a7adad-7702-42f1-ec58-08dba9f6a3cc,舊衣類,8,"25°02'57.0""N 121°33'58.4""E",25.04916667,121.5662222
876,三民路96巷口(電話亭旁),02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/63c941c4-7fc0-406f-ec59-08dba9f6a3cc,舊衣類,8,"25°03'26.3""N 121°33'53.3""E",25.05730556,121.5648056
907,寶清街21號電箱旁,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/18f1aa7d-035a-40a7-ec5a-08dba9f6a3cc,舊衣類,8,"25°03'01.2""N 121°34'08.2""E",25.05033333,121.5689444
926,光復北路85巷25號對面,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/bf012e40-177a-4fae-ec5b-08dba9f6a3cc,舊衣類,8,"25°03'03.2""N 121°33'33.9""E",25.05088889,121.5594167
942,南京東路5段66巷與光復北路11巷交叉口,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/8ecf253e-bdd5-48d9-ec5c-08dba9f6a3cc,舊衣類,9,"25°03'01.5""N 121°33'38.8""E",25.05041667,121.5607778
943,光復南路11巷與吉祥路交叉口,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f5ca25fa-f14a-47c1-ec5d-08dba9f6a3cc,舊衣類,9,"25°03'02.3""N 121°33'45.2""E",25.05063889,121.5625556
944,八德路4段106巷2弄2號對面,02-25429529,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/2ecd9cb6-e038-44d4-ec5e-08dba9f6a3cc,舊衣類,9,"25°02'53.2""N 121°33'39.4""E",25.04811111,121.5609444
1017,延吉街30巷1號旁,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f127d5d1-c35e-4654-ec5f-08dba9f6a3cc,舊衣類,9,"25°02'46.3""N 121°33'09.1""E",25.04619444,121.5525278
1031,八德路4段245巷37號對面,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/4a9cf739-0e06-489c-ec60-08dba9f6a3cc,舊衣類,9,"25°03'03.3""N 121°33'51.8""E",25.05091667,121.5643889
1093,健康路與三民路(西松公園電箱旁),02-27099961,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/655a3c19-0177-4dfb-ec61-08dba9f6a3cc,舊衣類,9,"25°03'17.1""N 121°33'50.1""E",25.05475,121.5639167
1095,民權東路3段191巷29號旁電桿下轉方向,02-27099961,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/5b6b7159-824c-42ba-ec62-08dba9f6a3cc,舊衣類,9,"25°03'48.4""N 121°32'51.1""E",25.06344444,121.5475278
1096,民生東路4段80巷4號旁公園電箱旁,02-27099961,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/01085485-3873-4368-ec63-08dba9f6a3cc,舊衣類,9,"25°03'26.5""N 121°33'10.6""E",25.05736111,121.5529444
1100,民生東路4段56巷底,02-27099961,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/b47c88f0-8605-40a8-ec64-08dba9f6a3cc,舊衣類,9,"25°03'24.6""N 121°33'05.9""E",25.05683333,121.5516389
1112,民權東路4段上民權東路公車站牌右側變電箱旁,0931-283-199,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/6f0f65cc-f459-4bcc-ec65-08dba9f6a3cc,舊衣類,9,"25°03'41.6""N 121°33'07.2""E",25.06155556,121.552
1138,南京東路4段53巷5弄口,02-25991234,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/840f8456-4660-4f27-ec66-08dba9f6a3cc,舊衣類,10,"25°03'10.2""N 121°32'48.3""E",25.05283333,121.54675
1225,光復南路32巷1之1號臺電電箱右側,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/8d22b552-af98-4cfb-ec67-08dba9f6a3cc,舊衣類,10,"25°02'48.0""N 121°33'27.0""E",25.04666667,121.5575
1302,八德路4段765號對面,0953-399-419,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/0b9444ad-e400-4866-ec68-08dba9f6a3cc,舊衣類,10,"25°03'04.9""N 121°34'40.7""E",25.05136111,121.5779722
1304,八德路4段與中坡北路口樹下,0953-399-419,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/d9a09368-9d07-4a19-ec69-08dba9f6a3cc,舊衣類,10,"25°03'01.6""N 121°34'46.5""E",25.05044444,121.5795833
1305,松河街190號對面,0953-399-419,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/76ebe911-b945-4eb7-ec6a-08dba9f6a3cc,舊衣類,10,"25°03'05.6""N 121°34'37.0""E",25.05155556,121.5769444
1306,八德路4段598號旁變電箱下方,0953-399-419,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f0ea7de4-44d7-4ccb-ec6b-08dba9f6a3cc,舊衣類,10,"25°04'06.9""N 121°36'37.7""E",25.06858333,121.6104722
健安新城D區(僅供大樓住戶使用),三民路43巷11號,,2025/4/8,https://recycle.moenv.gov.tw/utmap/stations/9f378bad-4812-4882-7107-08dd764991d3,舊衣類,10,"25°03'20.8""N 121°33'42.3""E",25.05577778,121.56175
557,寧安街12號對面停車場旁,02-28914110,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/4026b4ef-22f3-4a56-ec49-08dba9f6a3cc,舊衣類,10,"25°03'01.0""N 121°33'17.1""E",25.05027778,121.55475
558,八德路3段158巷49號轉角,02-28914110,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/066f3f96-f8fb-4214-ec4a-08dba9f6a3cc,舊衣類,10,"25°02'45.3""N 121°33'19.4""E",25.04591667,121.5553889
578,民生東路5段184之2號前,02-28914110,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/d751ab37-1a4e-4f33-ec4b-08dba9f6a3cc,舊衣類,10,"25°03'31.0""N 121°33'49.4""E",25.05861111,121.5637222
579,延壽街376號對面,02-28914110,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/56854fc7-2561-453d-ec4c-08dba9f6a3cc,舊衣類,11,"25°03'23.3""N 121°33'29.0""E",25.05647222,121.5580556
580,新中街4巷21號旁,02-28914110,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/1387f5e3-707b-451f-ec4d-08dba9f6a3cc,舊衣類,11,"25°03'28.2""N 121°33'41.9""E",25.05783333,121.5616389
599,八德路4段245巷32弄2號,02-28936122,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/de6d4c6f-ead9-426a-ec4e-08dba9f6a3cc,舊衣類,11,"25°03'00.2""N 121°33'51.9""E",25.05005556,121.5644167
609,民生東路5段56號前（電箱旁）,02-28936122,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f7857128-54a5-4728-ec4f-08dba9f6a3cc,舊衣類,11,"25°02'14.8""N 121°31'37.9""E",25.03744444,121.5271944
747,八德路三段74巷43號旁,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/3fa8ed32-dbda-47c4-ec50-08dba9f6a3cc,舊衣類,11,"25°02'46.3""N 121°33'09.2""E",25.04619444,121.5525556
839,民族東路679號對面公園,02-27775940,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/41bc1457-1448-4fd0-ec51-08dba9f6a3cc,舊衣類,11,"25°03'50.5""N 121°32'52.2""E",25.06402778,121.5478333
851,五常街370號對面空地榕樹前,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/9d67f8cb-7d8f-4e26-ec52-08dba9f6a3cc,舊衣類,11,"25°03'51.8""N 121°32'43.9""E",25.06438889,121.5455278
852,南京東路5段66巷22弄與光復北路11巷50號旁巷口路燈下,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f9cd648e-48b2-46f6-ec53-08dba9f6a3cc,舊衣類,11,"25°02'59.1""N 121°33'35.5""E",25.04975,121.5598611
448,安居街55號旁,02-25537117,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/ad32c35d-b898-45f9-ec90-08dba9f6a3cc,舊衣類,11,"25°01'05.5""N 121°33'06.5""E",25.01819444,121.5518056
449,安居街121號之1,02-25537117,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/7d77a236-f7a8-41fd-ec91-08dba9f6a3cc,舊衣類,11,"25°01'05.8""N 121°33'06.8""E",25.01827778,121.5518889
39,安和路2段44巷9號斜對面,02-27299347,2023/11/22,https://recycle.moenv.gov.tw/utmap/stations/fcb3765a-1651-4171-54b6-08dbeb425a63,舊衣類,12,"25°01'52.9""N 121°33'05.9""E",25.03136111,121.5516389
40,敦化南路2段63巷21弄24號斜對面,02-27299347,2023/11/22,https://recycle.moenv.gov.tw/utmap/stations/eefb146f-da87-48f1-54b7-08dbeb425a63,舊衣類,12,"25°01'53.9""N 121°33'00.6""E",25.03163889,121.5501667
1081,和平東路2段311巷36號對面電箱旁,02-27099961,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/7eb97f78-ceb0-455f-ea21-08dba9f6a3cc,舊衣類,12,"25°01'33.6""N 121°32'42.2""E",25.026,121.5450556
